 TIME                    	GasUsage                 	heating_signal           	setpoint                 	Tin                      	occ                      	
 HOURS              	kJ/hr               	NAV                 	NAV                 	NAV                 	NAV                 	
  +5.3500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3197069950026577E+01	  +1.0000000000000000E+00	
  +5.3666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3265531853213769E+01	  +1.0000000000000000E+00	
  +5.3833333333333336E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +5.9000000000000000E+01	  +2.3289558486084498E+01	  +1.0000000000000000E+00	
  +5.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3532911697113395E+01	  +1.0000000000000000E+00	
  +5.4166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0000000000000000E+01	  +2.3581267735298816E+01	  +1.0000000000000000E+00	
  +5.4333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3519590634983132E+01	  +1.0000000000000000E+00	
  +5.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000007E+01	  +2.3521437449366793E+01	  +1.0000000000000000E+00	
  +5.4666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3465866292636658E+01	  +1.0000000000000000E+00	
  +5.4833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3423663851150888E+01	  +1.0000000000000000E+00	
  +5.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3474449337266396E+01	  +1.0000000000000000E+00	
  +5.5166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3526057428596104E+01	  +1.0000000000000000E+00	
  +5.5333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.9000000000000000E+01	  +2.3501530801750572E+01	  +1.0000000000000000E+00	
  +5.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3490120214173068E+01	  +1.0000000000000000E+00	
  +5.5666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3475750635906561E+01	  +1.0000000000000000E+00	
  +5.5833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3455057354924175E+01	  +1.0000000000000000E+00	
  +5.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3421044915806295E+01	  +1.0000000000000000E+00	
  +5.6166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3400512700451976E+01	  +1.0000000000000000E+00	
  +5.6333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3430458502964555E+01	  +1.0000000000000000E+00	
  +5.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3464713416354382E+01	  +1.0000000000000000E+00	
  +5.6666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3466718984360899E+01	  +1.0000000000000000E+00	
  +5.6833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3469495564659479E+01	  +1.0000000000000000E+00	
  +5.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +2.3467576797606007E+01	  +1.0000000000000000E+00	
  +5.7166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.4000000000000000E+01	  +2.3457420835452332E+01	  +1.0000000000000000E+00	
  +5.7333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3459896124388930E+01	  +1.0000000000000000E+00	
  +5.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3451693574443006E+01	  +1.0000000000000000E+00	
  +5.7666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3446111003246905E+01	  +1.0000000000000000E+00	
  +5.7833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3451486335543478E+01	  +1.0000000000000000E+00	
  +5.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3419092205695090E+01	  +1.0000000000000000E+00	
  +5.8166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3385438517663474E+01	  +1.0000000000000000E+00	
  +5.8333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3643686447401119E+01	  +1.0000000000000000E+00	
  +5.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3901554520142469E+01	  +1.0000000000000000E+00	
  +5.8666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3827219057429978E+01	  +1.0000000000000000E+00	
  +5.8833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3676197570475448E+01	  +1.0000000000000000E+00	
  +5.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1000000000000000E+01	  +2.3663706865720268E+01	  +1.0000000000000000E+00	
  +5.9166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1000000000000000E+01	  +2.3652335958587219E+01	  +1.0000000000000000E+00	
  +5.9333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3513084483868571E+01	  +1.0000000000000000E+00	
  +5.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.3443173274159076E+01	  +1.0000000000000000E+00	
  +5.9666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3434531312283536E+01	  +1.0000000000000000E+00	
  +5.9833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8000000000000000E+01	  +2.3445325855435762E+01	  +1.0000000000000000E+00	
  +6.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3000000000000000E+01	  +2.3433441463022312E+01	  +1.0000000000000000E+00	
  +6.0166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3401357889569084E+01	  +1.0000000000000000E+00	
  +6.0333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3387584041749378E+01	  +1.0000000000000000E+00	
  +6.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999986E+01	  +2.3388421825439174E+01	  +1.0000000000000000E+00	
  +6.0666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.3465981189946753E+01	  +1.0000000000000000E+00	
  +6.0833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3505347698062728E+01	  +1.0000000000000000E+00	
  +6.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3409339657705509E+01	  +1.0000000000000000E+00	
  +6.1166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +2.3348957083419410E+01	  +1.0000000000000000E+00	
  +6.1333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3360174023251805E+01	  +1.0000000000000000E+00	
  +6.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7000000000000000E+01	  +2.3379539145112147E+01	  +1.0000000000000000E+00	
  +6.1666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8000000000000000E+01	  +2.3385709053674713E+01	  +1.0000000000000000E+00	
  +6.1833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3499010320500584E+01	  +1.0000000000000000E+00	
  +6.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3480535987410374E+01	  +1.0000000000000000E+00	
  +6.2166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3342700211328598E+01	  +1.0000000000000000E+00	
  +6.2333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3326837217347475E+01	  +1.0000000000000000E+00	
  +6.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3304419522536204E+01	  +1.0000000000000000E+00	
  +6.2666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3294763611891941E+01	  +1.0000000000000000E+00	
  +6.2833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3328290642466694E+01	  +1.0000000000000000E+00	
  +6.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3343979571213488E+01	  +1.0000000000000000E+00	
  +6.3166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3361722779397237E+01	  +1.0000000000000000E+00	
  +6.3333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9000000000000000E+01	  +2.3954758763515684E+01	  +1.0000000000000000E+00	
  +6.3500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4022585249799114E+01	  +1.0000000000000000E+00	
  +6.3666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3507182159164099E+01	  +1.0000000000000000E+00	
  +6.3833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3551464538868789E+01	  +1.0000000000000000E+00	
  +6.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.4044574779034779E+01	  +1.0000000000000000E+00	
  +6.4166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0000000000000000E+01	  +2.3979526238069585E+01	  +1.0000000000000000E+00	
  +6.4333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3405956495720968E+01	  +1.0000000000000000E+00	
  +6.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6000000000000000E+01	  +2.3618606641642138E+01	  +1.0000000000000000E+00	
  +6.4666666666666671E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3886144138784562E+01	  +1.0000000000000000E+00	
  +6.4833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3638569703755270E+01	  +1.0000000000000000E+00	
  +6.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3349185728864320E+01	  +1.0000000000000000E+00	
  +6.5166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3223435929275091E+01	  +1.0000000000000000E+00	
  +6.5333333333333329E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3152914426681420E+01	  +1.0000000000000000E+00	
  +6.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3278230097067954E+01	  +1.0000000000000000E+00	
  +6.5666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3358572434494253E+01	  +1.0000000000000000E+00	
  +6.5833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.1000000000000007E+01	  +2.3303482979811690E+01	  +1.0000000000000000E+00	
  +6.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3338586599648821E+01	  +1.0000000000000000E+00	
  +6.6166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3379620534772293E+01	  +1.0000000000000000E+00	
  +6.6333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3390885773264575E+01	  +1.0000000000000000E+00	
  +6.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.1000000000000000E+01	  +2.3379306619875070E+01	  +1.0000000000000000E+00	
  +6.6666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5000000000000000E+01	  +2.3353190025236803E+01	  +1.0000000000000000E+00	
  +6.6833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3338774405602667E+01	  +1.0000000000000000E+00	
  +6.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3359226630725814E+01	  +1.0000000000000000E+00	
  +6.7166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3354140339854101E+01	  +1.0000000000000000E+00	
  +6.7333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3309609324625171E+01	  +1.0000000000000000E+00	
  +6.7500000000000000E+01	  +6.4730503500615130E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3282559660477542E+01	  +1.0000000000000000E+00	
  +6.7666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3412645095676005E+01	  +1.0000000000000000E+00	
  +6.7833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7000000000000000E+01	  +2.3486185925020283E+01	  +1.0000000000000000E+00	
  +6.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.2000000000000007E+01	  +2.3440178619308320E+01	  +1.0000000000000000E+00	
  +6.8166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3432803422893368E+01	  +1.0000000000000000E+00	
  +6.8333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3416940986217568E+01	  +1.0000000000000000E+00	
  +6.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3413976289771202E+01	  +1.0000000000000000E+00	
  +6.8666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0999999999999993E+01	  +2.3403333786461609E+01	  +1.0000000000000000E+00	
  +6.8833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3392891598417659E+01	  +1.0000000000000000E+00	
  +6.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3399622006970088E+01	  +1.0000000000000000E+00	
  +6.9166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3410793684042368E+01	  +1.0000000000000000E+00	
  +6.9333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3396736927223699E+01	  +1.0000000000000000E+00	
  +6.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7000000000000000E+01	  +2.3357376604119953E+01	  +1.0000000000000000E+00	
  +6.9666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3317768040006758E+01	  +1.0000000000000000E+00	
  +6.9833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1000000000000000E+01	  +2.3308906044326044E+01	  +1.0000000000000000E+00	
  +7.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3284594487432965E+01	  +1.0000000000000000E+00	
  +7.0166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000014E+01	  +2.3245965739734586E+01	  +1.0000000000000000E+00	
  +7.0333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3220425715598140E+01	  +1.0000000000000000E+00	
  +7.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3207545349883805E+01	  +1.0000000000000000E+00	
  +7.0666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3201401278854416E+01	  +1.0000000000000000E+00	
  +7.0833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1000000000000000E+01	  +2.3187058045078832E+01	  +1.0000000000000000E+00	
  +7.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000028E+01	  +2.3136451793627131E+01	  +1.0000000000000000E+00	
  +7.1166666666666671E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3104969996262589E+01	  +1.0000000000000000E+00	
  +7.1333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3251179269718694E+01	  +1.0000000000000000E+00	
  +7.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5000000000000000E+01	  +2.3324266899681874E+01	  +1.0000000000000000E+00	
  +7.1666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3275447140171185E+01	  +1.0000000000000000E+00	
  +7.1833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3274399606031597E+01	  +1.0000000000000000E+00	
  +7.2000000000000000E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +4.7000000000000000E+01	  +2.3267474106180348E+01	  +1.0000000000000000E+00	
  +7.2166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.4000000000000000E+01	  +2.3404801445030962E+01	  +1.0000000000000000E+00	
  +7.2333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999972E+01	  +2.3467853463433567E+01	  +1.0000000000000000E+00	
  +7.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3409235113397465E+01	  +1.0000000000000000E+00	
  +7.2666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6000000000000000E+01	  +2.3392223896024078E+01	  +1.0000000000000000E+00	
  +7.2833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3369838935925500E+01	  +1.0000000000000000E+00	
  +7.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3499603979192575E+01	  +1.0000000000000000E+00	
  +7.3166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3526229273878677E+01	  +1.0000000000000000E+00	
  +7.3333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3409657548515018E+01	  +1.0000000000000000E+00	
  +7.3500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.3416687729866972E+01	  +1.0000000000000000E+00	
  +7.3666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3419446546639445E+01	  +1.0000000000000000E+00	
  +7.3833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3383757620856404E+01	  +1.0000000000000000E+00	
  +7.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3355445911648957E+01	  +1.0000000000000000E+00	
  +7.4166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3410846612201571E+01	  +1.0000000000000000E+00	
  +7.4333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.8000000000000000E+01	  +2.3463507847623813E+01	  +1.0000000000000000E+00	
  +7.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1000000000000000E+01	  +2.3775561078719445E+01	  +1.0000000000000000E+00	
  +7.4666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6000000000000000E+01	  +2.3935011073461308E+01	  +1.0000000000000000E+00	
  +7.4833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3455274193131871E+01	  +0.0000000000000000E+00	
  +7.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3109276561205956E+01	  +0.0000000000000000E+00	
  +7.5166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3459853688319278E+01	  +0.0000000000000000E+00	
  +7.5333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3618511153079293E+01	  +0.0000000000000000E+00	
  +7.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3195270895171458E+01	  +0.0000000000000000E+00	
  +7.5666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3085648228990348E+01	  +0.0000000000000000E+00	
  +7.5833333333333329E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3618663293394999E+01	  +0.0000000000000000E+00	
  +7.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3618508346402471E+01	  +0.0000000000000000E+00	
  +7.6166666666666671E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3097176300055690E+01	  +0.0000000000000000E+00	
  +7.6333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3242234204125051E+01	  +1.0000000000000000E+00	
  +7.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5000000000000000E+01	  +2.3384224047483261E+01	  +1.0000000000000000E+00	
  +7.6666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3636027051149256E+01	  +1.0000000000000000E+00	
  +7.6833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.4171010498632526E+01	  +1.0000000000000000E+00	
  +7.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.4074819962182364E+01	  +1.0000000000000000E+00	
  +7.7166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3000000000000000E+01	  +2.3585541713736180E+01	  +1.0000000000000000E+00	
  +7.7333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.2000000000000000E+01	  +2.3387984081059621E+01	  +1.0000000000000000E+00	
  +7.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3427252665102944E+01	  +1.0000000000000000E+00	
  +7.7666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4000000000000000E+01	  +2.3433483583398370E+01	  +1.0000000000000000E+00	
  +7.7833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3383953319296790E+01	  +1.0000000000000000E+00	
  +7.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000014E+01	  +2.3379297809292570E+01	  +1.0000000000000000E+00	
  +7.8166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6999999999999993E+01	  +2.3359256866040081E+01	  +1.0000000000000000E+00	
  +7.8333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3332594194856096E+01	  +1.0000000000000000E+00	
  +7.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3293818622135912E+01	  +1.0000000000000000E+00	
  +7.8666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3259416706106101E+01	  +1.0000000000000000E+00	
  +7.8833333333333329E+01	  +6.0049948693122882E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3686679442613670E+01	  +1.0000000000000000E+00	
  +7.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.4022312567382265E+01	  +1.0000000000000000E+00	
  +7.9166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3632141912049445E+01	  +1.0000000000000000E+00	
  +7.9333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3349177159735362E+01	  +1.0000000000000000E+00	
  +7.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3344684125390479E+01	  +1.0000000000000000E+00	
  +7.9666666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3323326392346413E+01	  +1.0000000000000000E+00	
  +7.9833333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3211280205811072E+01	  +0.0000000000000000E+00	
  +8.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3128177736884730E+01	  +0.0000000000000000E+00	
  +8.0166666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3151390329319810E+01	  +0.0000000000000000E+00	
  +8.0333333333333329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3148259255240131E+01	  +0.0000000000000000E+00	
  +8.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3154124818993964E+01	  +0.0000000000000000E+00	
