 TIME                    	GasUsage                 	heating_signal           	setpoint                 	Tin                      	occ                      	
 HOURS              	kJ/hr               	NAV                 	NAV                 	NAV                 	NAV                 	
  +2.6333333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3256730708227096E+01	  +1.0000000000000000E+00	
  +2.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3227823712463326E+01	  +1.0000000000000000E+00	
  +2.6666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3314637898935558E+01	  +1.0000000000000000E+00	
  +2.6833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000007E+01	  +2.3345997085779992E+01	  +1.0000000000000000E+00	
  +2.7000000000000000E+01	  +6.0264761308031033E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3202260603124806E+01	  +1.0000000000000000E+00	
  +2.7166666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3244879550932179E+01	  +1.0000000000000000E+00	
  +2.7333333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.3000000000000000E+01	  +2.3287293131669401E+01	  +1.0000000000000000E+00	
  +2.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3299703641476565E+01	  +1.0000000000000000E+00	
  +2.7666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8000000000000000E+01	  +2.3362804142908946E+01	  +1.0000000000000000E+00	
  +2.7833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000014E+01	  +2.3322663807189155E+01	  +1.0000000000000000E+00	
  +2.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3276156677792898E+01	  +1.0000000000000000E+00	
  +2.8166666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000007E+01	  +2.3328347250113168E+01	  +1.0000000000000000E+00	
  +2.8333333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8999999999999993E+01	  +2.3513513320994502E+01	  +1.0000000000000000E+00	
  +2.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.3000000000000000E+01	  +2.3436679506659946E+01	  +1.0000000000000000E+00	
  +2.8666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8999999999999972E+01	  +2.3206061698619649E+01	  +1.0000000000000000E+00	
  +2.8833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3186419938101274E+01	  +1.0000000000000000E+00	
  +2.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3238963115440754E+01	  +1.0000000000000000E+00	
  +2.9166666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999986E+01	  +2.3261515594134551E+01	  +1.0000000000000000E+00	
  +2.9333333333333332E+01	  +6.1007426320864783E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3234362783853545E+01	  +1.0000000000000000E+00	
  +2.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3270986233362478E+01	  +1.0000000000000000E+00	
  +2.9666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3241336987267648E+01	  +1.0000000000000000E+00	
  +2.9833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3172587162206639E+01	  +1.0000000000000000E+00	
  +3.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3157952295367508E+01	  +1.0000000000000000E+00	
  +3.0166666666666668E+01	  +5.5304608597888357E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3548845134064912E+01	  +1.0000000000000000E+00	
  +3.0333333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3873040678677910E+01	  +1.0000000000000000E+00	
  +3.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3609887517679812E+01	  +1.0000000000000000E+00	
  +3.0666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3389696218138322E+01	  +1.0000000000000000E+00	
  +3.0833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5000000000000000E+01	  +2.3316754314773060E+01	  +1.0000000000000000E+00	
  +3.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.9000000000000000E+01	  +2.3578498892696988E+01	  +1.0000000000000000E+00	
  +3.1166666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0000000000000000E+01	  +2.3852441218919484E+01	  +1.0000000000000000E+00	
  +3.1333333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3700310637918399E+01	  +1.0000000000000000E+00	
  +3.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3959876538530313E+01	  +1.0000000000000000E+00	
  +3.1666666666666668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4309290486501069E+01	  +1.0000000000000000E+00	
  +3.1833333333333332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3969893274981775E+01	  +1.0000000000000000E+00	
  +3.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.2000000000000021E+01	  +2.3808407309230159E+01	  +1.0000000000000000E+00	
  +3.2166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000014E+01	  +2.3948165918377821E+01	  +1.0000000000000000E+00	
  +3.2333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3764092502716682E+01	  +1.0000000000000000E+00	
  +3.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3426929790874002E+01	  +1.0000000000000000E+00	
  +3.2666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3331950088381266E+01	  +1.0000000000000000E+00	
  +3.2833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3296721556528784E+01	  +1.0000000000000000E+00	
  +3.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3402503672313127E+01	  +1.0000000000000000E+00	
  +3.3166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3735165272930097E+01	  +1.0000000000000000E+00	
  +3.3333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.4445667818579849E+01	  +1.0000000000000000E+00	
  +3.3500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4393319293605973E+01	  +1.0000000000000000E+00	
  +3.3666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3760929399118421E+01	  +1.0000000000000000E+00	
  +3.3833333333333336E+01	  +6.2152193541024310E+04	  +1.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3759255890755878E+01	  +1.0000000000000000E+00	
  +3.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4145933250770618E+01	  +1.0000000000000000E+00	
  +3.4166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4383021949291699E+01	  +1.0000000000000000E+00	
  +3.4333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.4172633972938300E+01	  +1.0000000000000000E+00	
  +3.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7000000000000000E+01	  +2.4121136158630538E+01	  +1.0000000000000000E+00	
  +3.4666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.4067935014604540E+01	  +1.0000000000000000E+00	
  +3.4833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0000000000000000E+01	  +2.3976176070421996E+01	  +1.0000000000000000E+00	
  +3.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3945317784131838E+01	  +1.0000000000000000E+00	
  +3.5166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.9000000000000000E+01	  +2.3929848919765877E+01	  +1.0000000000000000E+00	
  +3.5333333333333336E+01	  +6.4551139794329065E+04	  +1.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3837918148668461E+01	  +1.0000000000000000E+00	
  +3.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000014E+01	  +2.3755521241784031E+01	  +1.0000000000000000E+00	
  +3.5666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3720981251327157E+01	  +1.0000000000000000E+00	
  +3.5833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3701800037390498E+01	  +1.0000000000000000E+00	
  +3.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3733516206029677E+01	  +1.0000000000000000E+00	
  +3.6166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3705336179311807E+01	  +1.0000000000000000E+00	
  +3.6333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3644564964813426E+01	  +1.0000000000000000E+00	
  +3.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3623088968008613E+01	  +1.0000000000000000E+00	
  +3.6666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3621073646151082E+01	  +1.0000000000000000E+00	
  +3.6833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3615554136639783E+01	  +1.0000000000000000E+00	
  +3.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3633638863743347E+01	  +1.0000000000000000E+00	
  +3.7166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999986E+01	  +2.3668525514809083E+01	  +1.0000000000000000E+00	
  +3.7333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3686494669578270E+01	  +1.0000000000000000E+00	
  +3.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.3701431790501772E+01	  +1.0000000000000000E+00	
  +3.7666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3704746982275605E+01	  +1.0000000000000000E+00	
  +3.7833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3675464889215913E+01	  +1.0000000000000000E+00	
  +3.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3000000000000000E+01	  +2.3632895693924223E+01	  +1.0000000000000000E+00	
  +3.8166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3591679642333833E+01	  +1.0000000000000000E+00	
  +3.8333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000028E+01	  +2.3566937684099447E+01	  +1.0000000000000000E+00	
  +3.8500000000000000E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +6.1000000000000000E+01	  +2.3542085237474822E+01	  +1.0000000000000000E+00	
  +3.8666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3668330538058008E+01	  +1.0000000000000000E+00	
  +3.8833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3746531126201088E+01	  +1.0000000000000000E+00	
  +3.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3687518443588768E+01	  +1.0000000000000000E+00	
  +3.9166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.3000000000000000E+01	  +2.3846362761249527E+01	  +1.0000000000000000E+00	
  +3.9333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.4017243899360864E+01	  +1.0000000000000000E+00	
  +3.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4059104180880663E+01	  +1.0000000000000000E+00	
  +3.9666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.4098887827310250E+01	  +1.0000000000000000E+00	
  +3.9833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4109378066919579E+01	  +1.0000000000000000E+00	
  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8000000000000000E+01	  +2.4123189217180620E+01	  +1.0000000000000000E+00	
  +4.0166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8000000000000000E+01	  +2.4160882545615173E+01	  +1.0000000000000000E+00	
  +4.0333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.4160976642306871E+01	  +1.0000000000000000E+00	
  +4.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.4135945824551371E+01	  +1.0000000000000000E+00	
  +4.0666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3000000000000000E+01	  +2.4113769341027673E+01	  +1.0000000000000000E+00	
  +4.0833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.4087983402097308E+01	  +1.0000000000000000E+00	
  +4.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000014E+01	  +2.4085885143002919E+01	  +1.0000000000000000E+00	
  +4.1166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3763141860854653E+01	  +1.0000000000000000E+00	
  +4.1333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3415911537178857E+01	  +1.0000000000000000E+00	
  +4.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3376547524601946E+01	  +1.0000000000000000E+00	
  +4.1666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0000000000000000E+01	  +2.3342959339485301E+01	  +1.0000000000000000E+00	
  +4.1833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3335449800979056E+01	  +1.0000000000000000E+00	
  +4.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3292829792638081E+01	  +1.0000000000000000E+00	
  +4.2166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3236385238795101E+01	  +1.0000000000000000E+00	
  +4.2333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3213006348796871E+01	  +1.0000000000000000E+00	
  +4.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3205310496581557E+01	  +1.0000000000000000E+00	
  +4.2666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3199989434228481E+01	  +1.0000000000000000E+00	
  +4.2833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3182630193027492E+01	  +1.0000000000000000E+00	
  +4.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3122266025517863E+01	  +1.0000000000000000E+00	
  +4.3166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8000000000000000E+01	  +2.3084884357284778E+01	  +1.0000000000000000E+00	
  +4.3333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.3094418234134402E+01	  +1.0000000000000000E+00	
  +4.3500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3081699664440929E+01	  +1.0000000000000000E+00	
  +4.3666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7000000000000000E+01	  +2.3057857441801335E+01	  +1.0000000000000000E+00	
  +4.3833333333333336E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3040609088259124E+01	  +1.0000000000000000E+00	
  +4.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3130344961848973E+01	  +1.0000000000000000E+00	
  +4.4166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5000000000000000E+01	  +2.3154936940408852E+01	  +1.0000000000000000E+00	
  +4.4333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3094208265226314E+01	  +1.0000000000000000E+00	
  +4.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3080856539302289E+01	  +1.0000000000000000E+00	
  +4.4666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3068545550374051E+01	  +1.0000000000000000E+00	
  +4.4833333333333336E+01	  +6.4632773240246664E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3066561763439040E+01	  +1.0000000000000000E+00	
  +4.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3211077831674633E+01	  +1.0000000000000000E+00	
  +4.5166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5000000000000000E+01	  +2.3294810089899098E+01	  +1.0000000000000000E+00	
  +4.5333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6000000000000000E+01	  +2.3246039803120713E+01	  +1.0000000000000000E+00	
  +4.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3252249556713849E+01	  +1.0000000000000000E+00	
  +4.5666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3234096315640112E+01	  +1.0000000000000000E+00	
  +4.5833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3000000000000000E+01	  +2.3227256206156202E+01	  +1.0000000000000000E+00	
  +4.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3262155090312817E+01	  +1.0000000000000000E+00	
  +4.6166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3296866507699427E+01	  +1.0000000000000000E+00	
  +4.6333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3284248026381423E+01	  +1.0000000000000000E+00	
  +4.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3000000000000000E+01	  +2.3259899419416847E+01	  +1.0000000000000000E+00	
  +4.6666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3225662025759309E+01	  +1.0000000000000000E+00	
  +4.6833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1000000000000000E+01	  +2.3205122134716753E+01	  +1.0000000000000000E+00	
  +4.7000000000000000E+01	  +6.2080552769193266E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3178547786885545E+01	  +1.0000000000000000E+00	
  +4.7166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3277832111847449E+01	  +1.0000000000000000E+00	
  +4.7333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3334862878828059E+01	  +1.0000000000000000E+00	
  +4.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000014E+01	  +2.3289360349221941E+01	  +1.0000000000000000E+00	
  +4.7666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3303239658778118E+01	  +1.0000000000000000E+00	
  +4.7833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3300178431363687E+01	  +1.0000000000000000E+00	
  +4.8000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9000000000000000E+01	  +2.3305319615198211E+01	  +1.0000000000000000E+00	
  +4.8166666666666664E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3305529159533716E+01	  +1.0000000000000000E+00	
  +4.8333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3000000000000000E+01	  +2.3439484279476179E+01	  +1.0000000000000000E+00	
  +4.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1000000000000000E+01	  +2.3608193193876218E+01	  +1.0000000000000000E+00	
  +4.8666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+01	  +2.3547001205130890E+01	  +1.0000000000000000E+00	
  +4.8833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3438485097563678E+01	  +1.0000000000000000E+00	
  +4.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9000000000000000E+01	  +2.3492525788558012E+01	  +1.0000000000000000E+00	
  +4.9166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0000000000000000E+01	  +2.3530564695274133E+01	  +1.0000000000000000E+00	
  +4.9333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000007E+01	  +2.3479735435025976E+01	  +1.0000000000000000E+00	
  +4.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999986E+01	  +2.3435221162486961E+01	  +1.0000000000000000E+00	
  +4.9666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3355616776708860E+01	  +0.0000000000000000E+00	
  +4.9833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.1000000000000000E+01	  +2.3290600558781712E+01	  +0.0000000000000000E+00	
  +5.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3271580808126931E+01	  +0.0000000000000000E+00	
  +5.0166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3247379606537176E+01	  +0.0000000000000000E+00	
  +5.0333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6000000000000000E+01	  +2.3228750600106231E+01	  +0.0000000000000000E+00	
  +5.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3220995599879721E+01	  +0.0000000000000000E+00	
  +5.0666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3208163510289651E+01	  +0.0000000000000000E+00	
  +5.0833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4000000000000000E+01	  +2.3177118658140948E+01	  +0.0000000000000000E+00	
  +5.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2000000000000000E+01	  +2.3110457363420515E+01	  +0.0000000000000000E+00	
  +5.1166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.3000000000000000E+01	  +2.3069462727300071E+01	  +0.0000000000000000E+00	
  +5.1333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3078848071449684E+01	  +0.0000000000000000E+00	
  +5.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0000000000000000E+01	  +2.3065803698204206E+01	  +0.0000000000000000E+00	
  +5.1666666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999972E+01	  +2.3036705584317332E+01	  +0.0000000000000000E+00	
  +5.1833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3026827805941320E+01	  +0.0000000000000000E+00	
  +5.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9999999999999986E+01	  +2.2981397011440773E+01	  +0.0000000000000000E+00	
  +5.2166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9999999999999993E+01	  +2.2916745719226849E+01	  +0.0000000000000000E+00	
  +5.2333333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+01	  +2.2880115137736890E+01	  +0.0000000000000000E+00	
  +5.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.2860364843630716E+01	  +0.0000000000000000E+00	
  +5.2666666666666664E+01	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +6.4000000000000000E+01	  +2.3239344560474436E+01	  +0.0000000000000000E+00	
  +5.2833333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0000000000000000E+01	  +2.3794522678481918E+01	  +0.0000000000000000E+00	
  +5.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9999999999999993E+01	  +2.3708546090909447E+01	  +1.0000000000000000E+00	
  +5.3166666666666664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.2000000000000000E+01	  +2.3267235848248816E+01	  +1.0000000000000000E+00	
  +5.3333333333333336E+01	  +6.3928481501798808E+04	  +1.0000000000000000E+00	  +4.0000000000000000E+01	  +2.3069901596126815E+01	  +1.0000000000000000E+00	
