 TIME                    	Tin                      	Tout                     	Gas                      	signal                   	elec                     	RHin                     	RHout                    	occ                      	rwt                      	swt                      	setpoint                 	
 HOURS              	NAV                 	øC                  	kJ/hr               	NAV                 	NAV                 	NAV                 	%                   	NAV                 	NAV                 	øC                  	NAV                 	
  +8.6666666666666671E+01	  +2.2509447231959665E+01	  +4.0750000000000020E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8059999999999081E+02	  +2.0555608944920408E+01	  +4.0000000000000000E+01	  +4.9999999999997147E-01	  +2.4466119062895874E+01	  +2.4466119062895874E+01	  +5.5000000000000000E+01	
  +8.6833333333333329E+01	  +2.2355353011935609E+01	  +4.1249999999999991E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2039999999999878E+02	  +2.0770257569648777E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4431262230266814E+01	  +2.4431262230266814E+01	  +4.5000000000000000E+01	
  +8.7000000000000000E+01	  +2.2265155611048506E+01	  +4.1749999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6359999999999991E+02	  +2.0906638691202392E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4396574328307700E+01	  +2.4396574328307700E+01	  +5.0000000000000000E+01	
  +8.7166666666666671E+01	  +2.2249363466138838E+01	  +4.2000000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6720000000000022E+02	  +2.0949064190859264E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4360591822289575E+01	  +2.4360591822289575E+01	  +7.5000000000000000E+01	
  +8.7333333333333329E+01	  +2.2245397819082584E+01	  +4.2000000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7080000000000109E+02	  +2.0975891080144564E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4327869251498626E+01	  +2.4327869251498626E+01	  +6.0000000000000000E+01	
  +8.7500000000000000E+01	  +2.2229666979508202E+01	  +4.2000000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3300000000000119E+02	  +2.1016996984904310E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4293033082746931E+01	  +2.4293033082746931E+01	  +7.5000000000000000E+01	
  +8.7666666666666671E+01	  +2.2201628090342677E+01	  +4.2000000000000002E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.9159999999999940E+02	  +2.1073199444212293E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4260070973149894E+01	  +3.7577493407517437E+01	  +4.0000000000000000E+01	
  +8.7833333333333329E+01	  +2.2310136794273951E+01	  +4.2000000000000002E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.8080000000000052E+02	  +2.0953887976444346E+01	  +4.0000000000000000E+01	  +0.0000000000000000E+00	  +2.4405478054140055E+01	  +3.7722900488507598E+01	  +5.5000000000000000E+01	
  +8.8000000000000000E+01	  +2.2484082856573608E+01	  +4.2000000000000002E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.6280000000000160E+02	  +2.0751944115782685E+01	  +4.0000000000000000E+01	  -1.4210854715202004E-14	  +2.4389400536436412E+01	  +3.7706822970803955E+01	  +5.0000000000000000E+01	
  +8.8166666666666671E+01	  +2.2647266500926872E+01	  +4.0833333333333277E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.0699999999999736E+02	  +2.0564435735241695E+01	  +4.0250000000000014E+01	  +5.0000000000002853E-01	  +2.6737913749287763E+01	  +4.0055336183655307E+01	  +6.5000000000000000E+01	
  +8.8333333333333329E+01	  +2.2861385924126594E+01	  +3.8500000000000072E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +1.6019999999999874E+02	  +2.0314032014863464E+01	  +4.0749999999999986E+01	  +1.0000000000000000E+00	  +2.7089230704071518E+01	  +4.0406653138439061E+01	  +7.5000000000000000E+01	
  +8.8500000000000000E+01	  +2.3069609417207165E+01	  +3.6166666666666671E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.0519999999999894E+02	  +2.0071968920933070E+01	  +4.1250000000000000E+01	  +1.0000000000000000E+00	  +2.8742343543845436E+01	  +4.2059765978212980E+01	  +4.5000000000000000E+01	
  +8.8666666666666671E+01	  +2.3273870170501731E+01	  +3.3833333333333275E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.4299999999999815E+02	  +1.9835712182141293E+01	  +4.1750000000000014E+01	  +1.0000000000000000E+00	  +2.9577900766782498E+01	  +4.2895323201150042E+01	  +7.5000000000000000E+01	
  +8.8833333333333329E+01	  +2.3452861793467108E+01	  +3.1500000000000066E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.1060000000000073E+02	  +1.9630322719539990E+01	  +4.2249999999999986E+01	  +1.0000000000000000E+00	  +3.0889087315832402E+01	  +4.4206509750199942E+01	  +6.5000000000000000E+01	
  +8.9000000000000000E+01	  +2.3889559441075466E+01	  +2.9166666666666665E+00	  +3.9948586938487366E+04	  +1.0000000000000000E+00	  +1.8539999999999827E+02	  +1.9126352341073233E+01	  +4.2750000000000000E+01	  +1.0000000000000000E+00	  +3.1895871384793729E+01	  +4.0000000000000000E+01	  +4.0000000000000000E+01	
  +8.9166666666666671E+01	  +2.4268074788895500E+01	  +2.7333333333333294E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.4660000000010530E+02	  +1.8700441942390142E+01	  +4.3166666666666671E+01	  +1.0000000000000000E+00	  +3.3001337651144993E+01	  +4.6318760085512537E+01	  +7.5000000000000000E+01	
  +8.9333333333333329E+01	  +2.4842835684087362E+01	  +2.6000000000000036E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.0987999999999752E+03	  +1.8071217872914836E+01	  +4.3499999999999986E+01	  +1.0000000000000000E+00	  +3.4062588353975606E+01	  +4.7380010788343149E+01	  +7.0000000000000000E+01	
  +8.9500000000000000E+01	  +2.5601246125721762E+01	  +2.4666666666666668E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.9808000000000375E+03	  +1.7275716908850583E+01	  +4.3833333333333329E+01	  +1.0000000000000000E+00	  +3.4258958595687417E+01	  +4.7576381030054961E+01	  +7.5000000000000000E+01	
  +8.9666666666666671E+01	  +2.5567439508927972E+01	  +2.3333333333333295E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +1.6775999999999715E+03	  +1.7311538370517244E+01	  +4.4166666666666671E+01	  +1.0000000000000000E+00	  +3.6073529961929573E+01	  +4.9390952396297116E+01	  +5.0000000000000000E+01	
  +8.9833333333333329E+01	  +2.5330873844830169E+01	  +2.2000000000000037E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1753999999999994E+03	  +1.7556791692890929E+01	  +4.4499999999999986E+01	  +1.0000000000000000E+00	  +3.6652980263715577E+01	  +3.6652980263715577E+01	  +4.0000000000000000E+01	
  +9.0000000000000000E+01	  +2.5748417102323650E+01	  +2.0666666666666664E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1970000000000075E+03	  +1.7126539262607402E+01	  +4.4833333333333329E+01	  +1.0000000000000000E+00	  +3.7822504854832275E+01	  +3.7822504854832275E+01	  +4.0000000000000000E+01	
  +9.0166666666666671E+01	  +2.6029573856469604E+01	  +1.9416666666666638E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2700000000008083E+02	  +1.6842996577157940E+01	  +4.5166666666666671E+01	  +1.0000000000000000E+00	  +3.8663115549314611E+01	  +3.8663115549314611E+01	  +7.5000000000000000E+01	
  +9.0333333333333329E+01	  +2.6212433674118493E+01	  +1.8250000000000037E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3507999999999388E+03	  +1.6660657342052275E+01	  +4.5499999999999986E+01	  +1.0000000000000000E+00	  +3.7344694735412538E+01	  +3.7344694735412538E+01	  +8.0000000000000000E+01	
  +9.0500000000000000E+01	  +2.6937164382972554E+01	  +1.7083333333333337E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5054000000000524E+03	  +1.5963052881416351E+01	  +4.5833333333333329E+01	  +1.0000000000000000E+00	  +3.7913077017416384E+01	  +3.7913077017416384E+01	  +7.5000000000000000E+01	
  +9.0666666666666671E+01	  +2.6844127694236420E+01	  +1.5916666666666635E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6729999999998763E+03	  +1.6048827946516546E+01	  +4.6166666666666671E+01	  +1.0000000000000000E+00	  +3.7232469840682896E+01	  +3.7232469840682896E+01	  +7.0000000000000000E+01	
  +9.0833333333333329E+01	  +2.5928364055530405E+01	  +1.4750000000000032E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0939999999998560E+02	  +1.6936999378710716E+01	  +4.6499999999999986E+01	  +1.0000000000000000E+00	  +3.7340130381748679E+01	  +3.7340130381748679E+01	  +7.0000000000000000E+01	
  +9.1000000000000000E+01	  +2.5985070026720681E+01	  +1.3583333333333334E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0169999999999972E+03	  +1.6877490246765312E+01	  +4.6833333333333329E+01	  +1.0000000000000000E+00	  +3.6972612241973941E+01	  +3.6972612241973941E+01	  +6.5000000000000000E+01	
  +9.1166666666666671E+01	  +2.6382337529338535E+01	  +1.2416666666666634E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1177999999999831E+03	  +1.6483247395384325E+01	  +4.7166666666666671E+01	  +1.0000000000000000E+00	  +3.6871138284876963E+01	  +3.6871138284876963E+01	  +7.0000000000000000E+01	
  +9.1333333333333329E+01	  +2.6233395782706555E+01	  +1.1250000000000033E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2079999999999507E+02	  +1.6625595055598083E+01	  +4.7499999999999986E+01	  +1.0000000000000000E+00	  +3.6578921230279363E+01	  +3.6578921230279363E+01	  +6.0000000000000000E+01	
  +9.1500000000000000E+01	  +2.6188503360202063E+01	  +1.0083333333333333E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.9360000000000252E+02	  +1.6666102208868210E+01	  +4.7833333333333329E+01	  +1.0000000000000000E+00	  +3.6428357033609643E+01	  +3.6428357033609643E+01	  +5.5000000000000000E+01	
  +9.1666666666666671E+01	  +2.6174904618270173E+01	  +8.9166666666666328E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0899999999997908E+02	  +1.6675598150762777E+01	  +4.8166666666666671E+01	  +1.0000000000000000E+00	  +3.6184077799004029E+01	  +3.6184077799004029E+01	  +6.0000000000000000E+01	
  +9.1833333333333329E+01	  +2.6033065493255069E+01	  +7.7500000000000335E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4000000000000557E+02	  +1.6811646142383800E+01	  +4.8499999999999986E+01	  +1.0000000000000000E+00	  +3.6003792027711093E+01	  +3.6003792027711093E+01	  +5.5000000000000000E+01	
  +9.2000000000000000E+01	  +2.5970065096964863E+01	  +6.5833333333333333E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.4380000000000035E+02	  +1.6869608073714659E+01	  +4.8833333333333329E+01	  +1.0000000000000000E+00	  +3.5785548879662322E+01	  +3.5785548879662322E+01	  +4.0000000000000000E+01	
  +9.2166666666666671E+01	  +2.5976435429901674E+01	  +5.4166666666666330E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3119999999999430E+02	  +1.6858150564514208E+01	  +4.9166666666666671E+01	  +1.0000000000000000E+00	  +3.5592352887084751E+01	  +3.5592352887084751E+01	  +5.5000000000000000E+01	
  +9.2333333333333329E+01	  +2.5909899716700750E+01	  +4.2500000000000332E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3040000000000174E+02	  +1.6919230033776149E+01	  +4.9499999999999986E+01	  +1.0000000000000000E+00	  +3.5391833659256747E+01	  +3.5391833659256747E+01	  +5.5000000000000000E+01	
  +9.2500000000000000E+01	  +2.5842658920262814E+01	  +3.0833333333333335E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6919999999999300E+02	  +1.6980845000412746E+01	  +4.9833333333333329E+01	  +1.0000000000000000E+00	  +3.5199548681178328E+01	  +3.5199548681178328E+01	  +6.0000000000000000E+01	
  +9.2666666666666671E+01	  +2.5856475260477662E+01	  +1.9166666666666335E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1580000000007863E+02	  +1.6960731637430005E+01	  +5.0166666666666671E+01	  +1.0000000000000000E+00	  +3.5002917033475136E+01	  +3.5002917033475136E+01	  +4.5000000000000000E+01	
  +9.2833333333333329E+01	  +2.6194047060892100E+01	  +7.5000000000003286E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7981999999999366E+03	  +1.6619011230651036E+01	  +5.0499999999999986E+01	  +1.0000000000000000E+00	  +3.4811844692077301E+01	  +3.4811844692077301E+01	  +8.0000000000000000E+01	
  +9.3000000000000000E+01	  +2.6954911434874735E+01	  -4.1666666666666699E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0319999999999704E+03	  +1.5884084905954689E+01	  +5.0833333333333329E+01	  +1.0000000000000000E+00	  +3.4620882310486898E+01	  +3.4620882310486898E+01	  +7.0000000000000000E+01	
  +9.3166666666666671E+01	  +2.7560772478024660E+01	  -1.5833333333333666E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0723999999999342E+03	  +1.5323165908555419E+01	  +5.1166666666666671E+01	  +1.0000000000000000E+00	  +3.4443000979240594E+01	  +3.4443000979240594E+01	  +6.0000000000000000E+01	
  +9.3333333333333329E+01	  +2.7401608626829614E+01	  -2.7499999999999675E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9096000000000295E+03	  +1.5458733928344181E+01	  +5.1499999999999986E+01	  +1.0000000000000000E+00	  +3.4294802833807559E+01	  +3.4294802833807559E+01	  +4.0000000000000000E+01	
  +9.3500000000000000E+01	  +2.6901749201476271E+01	  -3.9166666666666672E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8691999999999493E+03	  +1.5909704280225268E+01	  +5.1833333333333329E+01	  +1.0000000000000000E+00	  +3.4137487076743554E+01	  +3.4137487076743554E+01	  +6.0000000000000000E+01	
  +9.3666666666666671E+01	  +2.7126372452166059E+01	  -5.0833333333333675E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6674000000000560E+03	  +1.5691989834337480E+01	  +5.2166666666666671E+01	  +1.0000000000000000E+00	  +3.3982726638050906E+01	  +3.3982726638050906E+01	  +5.5000000000000000E+01	
  +9.3833333333333329E+01	  +2.7683080816445564E+01	  -6.2499999999999678E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6394000000000460E+03	  +1.5179434718559943E+01	  +5.2499999999999986E+01	  +1.0000000000000000E+00	  +3.3818570001220316E+01	  +3.3818570001220316E+01	  +5.5000000000000000E+01	
  +9.4000000000000000E+01	  +2.7487176323001506E+01	  -7.4166666666666670E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0158000000000156E+03	  +1.5343816389110625E+01	  +5.2833333333333329E+01	  +1.0000000000000000E+00	  +3.3670512390386293E+01	  +3.3670512390386293E+01	  +4.5000000000000000E+01	
  +9.4166666666666671E+01	  +2.7073707002753547E+01	  -8.5833333333333683E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.4722000000000917E+03	  +1.5708612135595285E+01	  +5.3166666666666671E+01	  +1.0000000000000000E+00	  +3.3526764791663773E+01	  +3.3526764791663773E+01	  +5.0000000000000000E+01	
  +9.4333333333333329E+01	  +2.7355863714987091E+01	  -9.7499999999999687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0850000000000455E+03	  +1.5439288777089065E+01	  +5.3499999999999986E+01	  +1.0000000000000000E+00	  +3.3390714276291973E+01	  +3.3390714276291973E+01	  +8.0000000000000000E+01	
  +9.4500000000000000E+01	  +2.7291967774834770E+01	  -1.0916666666666668E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5028000000000829E+03	  +1.5484877692840225E+01	  +5.3833333333333329E+01	  +1.0000000000000000E+00	  +3.3240374182355971E+01	  +3.3240374182355971E+01	  +6.5000000000000000E+01	
  +9.4666666666666671E+01	  +2.6236257872075946E+01	  -1.2083333333333368E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9039999999999031E+02	  +1.6462910489351355E+01	  +5.4166666666666671E+01	  +1.0000000000000000E+00	  +3.3110498053737004E+01	  +3.3110498053737004E+01	  +7.0000000000000000E+01	
  +9.4833333333333329E+01	  +2.5621262406213603E+01	  -1.3249999999999968E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1940000000000481E+02	  +1.7058132619505987E+01	  +5.4499999999999986E+01	  +1.0000000000000000E+00	  +3.2967360344379593E+01	  +3.2967360344379593E+01	  +6.0000000000000000E+01	
  +9.5000000000000000E+01	  +2.5573697193164346E+01	  -1.4416666666666669E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5020000000000175E+02	  +1.7090702857918796E+01	  +5.4833333333333329E+01	  +1.0000000000000000E+00	  +3.2809098255472477E+01	  +3.2809098255472477E+01	  +6.5000000000000000E+01	
  +9.5166666666666671E+01	  +2.5489919045993414E+01	  -1.5583333333333369E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8899999999999929E+02	  +1.7159947602250288E+01	  +5.5250000000000014E+01	  +1.0000000000000000E+00	  +3.2649988537950378E+01	  +3.2649988537950378E+01	  +6.5000000000000000E+01	
  +9.5333333333333329E+01	  +2.5445998372164588E+01	  -1.6749999999999965E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7639999999999878E+02	  +1.7188967045948111E+01	  +5.5749999999999986E+01	  +1.0000000000000000E+00	  +3.2513343589107819E+01	  +3.2513343589107819E+01	  +5.0000000000000000E+01	
  +9.5500000000000000E+01	  +2.5425896278909825E+01	  -1.7916666666666665E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1959999999999948E+02	  +1.7193997985087407E+01	  +5.6250000000000000E+01	  +1.0000000000000000E+00	  +3.2358771750272027E+01	  +3.2358771750272027E+01	  +6.5000000000000000E+01	
  +9.5666666666666671E+01	  +2.5412089782913085E+01	  -1.9083333333333365E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3759999999999755E+02	  +1.7192866402956760E+01	  +5.6750000000000014E+01	  +1.0000000000000000E+00	  +3.2218310445206555E+01	  +3.2218310445206555E+01	  +7.0000000000000000E+01	
  +9.5833333333333329E+01	  +2.5376592302432254E+01	  -2.0249999999999968E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.9439999999993049E+02	  +1.7214137879496729E+01	  +5.7249999999999986E+01	  +1.0000000000000000E+00	  +3.2071376097766212E+01	  +3.2071376097766212E+01	  +7.0000000000000000E+01	
  +9.6000000000000000E+01	  +2.5896236351351686E+01	  -2.1416666666666671E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6405999999999290E+03	  +1.6677211789398537E+01	  +5.7750000000000000E+01	  +1.0000000000000000E+00	  +3.1930719882444585E+01	  +3.1930719882444585E+01	  +8.0000000000000000E+01	
  +9.6166666666666671E+01	  +2.6969166996031475E+01	  -2.2416666666666694E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1461999999998807E+03	  +1.5641311455159871E+01	  +5.8083333333333343E+01	  +1.0000000000000000E+00	  +3.1787996243217648E+01	  +3.1787996243217648E+01	  +8.0000000000000000E+01	
  +9.6333333333333329E+01	  +2.6928634174306193E+01	  -2.3249999999999980E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0546000000000640E+03	  +1.5664441834162327E+01	  +5.8250000000000000E+01	  +1.0000000000000000E+00	  +3.1680039236144768E+01	  +3.1680039236144768E+01	  +6.5000000000000000E+01	
  +9.6500000000000000E+01	  +2.5873849713161061E+01	  -2.4083333333333337E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0099999999996930E+02	  +1.6653770360038507E+01	  +5.8416666666666671E+01	  +1.0000000000000000E+00	  +3.1572717642901726E+01	  +3.1572717642901726E+01	  +6.0000000000000000E+01	
  +9.6666666666666671E+01	  +2.5675209178325112E+01	  -2.4916666666666694E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8810000000000741E+03	  +1.6834034503327409E+01	  +5.8583333333333343E+01	  +1.0000000000000000E+00	  +3.1461085919700047E+01	  +3.1461085919700047E+01	  +6.5000000000000000E+01	
  +9.6833333333333329E+01	  +2.6247956826575816E+01	  -2.5749999999999980E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1806000000000372E+03	  +1.6256144746703374E+01	  +5.8750000000000000E+01	  +1.0000000000000000E+00	  +3.1328054446651301E+01	  +3.1328054446651301E+01	  +4.5000000000000000E+01	
  +9.7000000000000000E+01	  +2.6182247539796940E+01	  -2.6583333333333337E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8720000000000398E+03	  +1.6301703976917686E+01	  +5.8916666666666671E+01	  +1.0000000000000000E+00	  +3.1211345906083434E+01	  +3.1211345906083434E+01	  +6.0000000000000000E+01	
  +9.7166666666666671E+01	  +2.5492178727478716E+01	  -2.7416666666666694E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7340000000013816E+02	  +1.6962955287982133E+01	  +5.9166666666666671E+01	  +1.0000000000000000E+00	  +3.1101758442746259E+01	  +3.1101758442746259E+01	  +5.5000000000000000E+01	
  +9.7333333333333329E+01	  +2.5770885046452722E+01	  -2.8249999999999980E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9033999999999919E+03	  +1.6666395690692365E+01	  +5.9499999999999986E+01	  +1.0000000000000000E+00	  +3.0995721519201265E+01	  +3.0995721519201265E+01	  +8.0000000000000000E+01	
  +9.7500000000000000E+01	  +2.6405380693494543E+01	  -2.9083333333333337E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2004000000000738E+03	  +1.6035416050975449E+01	  +5.9833333333333329E+01	  +1.0000000000000000E+00	  +3.0871664805454706E+01	  +3.0871664805454706E+01	  +6.5000000000000000E+01	
  +9.7666666666666671E+01	  +2.5776325016924229E+01	  -2.9916666666666694E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.2099999999997431E+02	  +1.6625024631572646E+01	  +6.0166666666666671E+01	  +1.0000000000000000E+00	  +3.0770322991607081E+01	  +3.0770322991607081E+01	  +6.5000000000000000E+01	
  +9.7833333333333329E+01	  +2.5030996287143683E+01	  -3.0749999999999980E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7099999999999892E+02	  +1.7359306947190902E+01	  +6.0499999999999986E+01	  +1.0000000000000000E+00	  +3.0671210971332844E+01	  +3.0671210971332844E+01	  +6.0000000000000000E+01	
  +9.8000000000000000E+01	  +2.4897584691973915E+01	  -3.1583333333333337E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0879999999999873E+02	  +1.7479412702783563E+01	  +6.0833333333333329E+01	  +1.0000000000000000E+00	  +3.0553101283967234E+01	  +3.0553101283967234E+01	  +4.5000000000000000E+01	
  +9.8166666666666671E+01	  +2.4864220281988352E+01	  -3.2416666666666689E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5379999999999848E+02	  +1.7495847222456213E+01	  +6.1166666666666671E+01	  +1.0000000000000000E+00	  +3.0436942515159274E+01	  +3.0436942515159274E+01	  +5.0000000000000000E+01	
  +9.8333333333333329E+01	  +2.4846415758823152E+01	  -3.3249999999999975E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2680000000000129E+02	  +1.7496176746360902E+01	  +6.1499999999999986E+01	  +1.0000000000000000E+00	  +3.0334327411719222E+01	  +3.0334327411719222E+01	  +5.5000000000000000E+01	
  +9.8500000000000000E+01	  +2.4805247112867420E+01	  -3.4083333333333332E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8179999999999754E+02	  +1.7521042297083088E+01	  +6.1833333333333329E+01	  +1.0000000000000000E+00	  +3.0221433304128567E+01	  +3.0221433304128567E+01	  +6.0000000000000000E+01	
  +9.8666666666666671E+01	  +2.4794118202244611E+01	  -3.4916666666666689E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6820000000000664E+02	  +1.7514608492597723E+01	  +6.2166666666666671E+01	  +1.0000000000000000E+00	  +3.0117069557594746E+01	  +3.0117069557594746E+01	  +4.0000000000000000E+01	
  +9.8833333333333329E+01	  +2.4825585354296912E+01	  -3.5749999999999975E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8520000000000022E+02	  +1.7463794187689270E+01	  +6.2499999999999986E+01	  +1.0000000000000000E+00	  +3.0008716415895787E+01	  +3.0008716415895787E+01	  +7.5000000000000000E+01	
  +9.9000000000000000E+01	  +2.4775605193631399E+01	  -3.6583333333333332E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7800000000000142E+02	  +1.7498074991906073E+01	  +6.2833333333333329E+01	  +1.0000000000000000E+00	  +2.9904508782620717E+01	  +2.9904508782620717E+01	  +7.5000000000000000E+01	
  +9.9166666666666671E+01	  +2.4682058768142014E+01	  -3.7500000000000031E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2759999999999911E+02	  +1.7578045693752717E+01	  +6.3166666666666671E+01	  +1.0000000000000000E+00	  +2.9800223655232539E+01	  +2.9800223655232539E+01	  +7.0000000000000000E+01	
  +9.9333333333333329E+01	  +2.4643523337501605E+01	  -3.8499999999999974E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1140000000000060E+02	  +1.7600138945454272E+01	  +6.3499999999999986E+01	  +1.0000000000000000E+00	  +2.9708534911512785E+01	  +2.9708534911512785E+01	  +6.0000000000000000E+01	
  +9.9500000000000000E+01	  +2.4612677987098106E+01	  -3.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8980000000000126E+02	  +1.7613765927099323E+01	  +6.3833333333333329E+01	  +1.0000000000000000E+00	  +2.9606521158760785E+01	  +2.9606521158760785E+01	  +5.0000000000000000E+01	
  +9.9666666666666671E+01	  +2.4574836902337093E+01	  -4.0500000000000034E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4659999999999755E+02	  +1.7634388518873301E+01	  +6.4166666666666686E+01	  +1.0000000000000000E+00	  +2.9512685579749430E+01	  +2.9512685579749430E+01	  +4.5000000000000000E+01	
  +9.9833333333333329E+01	  +2.4531599087174754E+01	  -4.1499999999999977E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0340000000000089E+02	  +1.7660352357951538E+01	  +6.4500000000000000E+01	  +1.0000000000000000E+00	  +2.9415052366274502E+01	  +2.9415052366274502E+01	  +6.5000000000000000E+01	
  +1.0000000000000000E+02	  +2.4439862598815427E+01	  -4.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7279999999999879E+02	  +1.7737394066733113E+01	  +6.4833333333333343E+01	  +1.0000000000000000E+00	  +2.9320873476318930E+01	  +2.9320873476318930E+01	  +5.5000000000000000E+01	
