 TIME                    	Tin                      	Tout                     	Gas                      	signal                   	elec                     	RHin                     	RHout                    	occ                      	rwt                      	swt                      	setpoint                 	
 HOURS              	NAV                 	øC                  	kJ/hr               	NAV                 	NAV                 	NAV                 	%                   	NAV                 	NAV                 	øC                  	NAV                 	
  +2.7450000000000000E+02	  +2.1285306134492263E+01	  -1.0400000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6780000000002008E+02	  +1.5914412888998305E+01	  +6.0250000000000000E+01	  +0.0000000000000000E+00	  +2.3319999342194663E+01	  +2.3319999342194663E+01	  +5.0000000000000000E+01	
  +2.7466666666666669E+02	  +2.1217719403507271E+01	  -9.9999999999999556E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +4.9139999999998281E+02	  +1.5979127261389939E+01	  +5.8749999999999829E+01	  +0.0000000000000000E+00	  +2.3293309435560552E+01	  +3.6610731869928095E+01	  +4.5000000000000000E+01	
  +2.7483333333333331E+02	  +2.1299026232820893E+01	  -9.6000000000000458E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +4.1580000000000371E+02	  +1.5900269891963186E+01	  +5.7250000000000171E+01	  +0.0000000000000000E+00	  +2.3445338431609660E+01	  +3.6762760865977199E+01	  +7.5000000000000000E+01	
  +2.7500000000000000E+02	  +2.1463639352698372E+01	  -9.2000000000000011E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +3.8340000000000862E+02	  +1.5743226504135592E+01	  +5.5750000000000000E+01	  +0.0000000000000000E+00	  +2.3435104317451962E+01	  +3.6752526751819502E+01	  +7.5000000000000000E+01	
  +2.7516666666666669E+02	  +2.1598932877619262E+01	  -8.8249999999999602E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +3.0779999999998199E+02	  +1.5617733744748872E+01	  +5.4416666666666529E+01	  +0.0000000000000000E+00	  +2.5790272763946589E+01	  +3.9107695198314133E+01	  +7.0000000000000000E+01	
  +2.7533333333333331E+02	  +2.1760897344544443E+01	  -8.4750000000000405E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.2860000000000204E+02	  +1.5469934986673525E+01	  +5.3250000000000128E+01	  +0.0000000000000000E+00	  +2.6146485393102235E+01	  +3.9463907827469782E+01	  +5.5000000000000000E+01	
  +2.7550000000000000E+02	  +2.1932696358428242E+01	  -8.1250000000000000E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.1059999999999715E+02	  +1.5316186102599440E+01	  +5.2083333333333329E+01	  +0.0000000000000000E+00	  +2.7805906404430225E+01	  +4.1123328838797768E+01	  +5.5000000000000000E+01	
  +2.7566666666666669E+02	  +2.2136627118565542E+01	  -7.7749999999999604E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.3580000000000982E+02	  +1.5135955648837353E+01	  +5.0916666666666529E+01	  +0.0000000000000000E+00	  +2.8646218718449489E+01	  +4.1963641152817033E+01	  +8.0000000000000000E+01	
  +2.7583333333333331E+02	  +2.2359685211126738E+01	  -7.4250000000000398E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +2.7899999999999613E+02	  +1.4942032156631315E+01	  +4.9750000000000128E+01	  +0.0000000000000000E+00	  +2.9962618319807390E+01	  +4.3280040754174934E+01	  +6.5000000000000000E+01	
  +2.7600000000000000E+02	  +2.2869455915998913E+01	  -7.0750000000000002E+00	  +6.5647058823529398E+04	  +1.0000000000000000E+00	  +3.1319999999999794E+02	  +1.4497581670559160E+01	  +4.8583333333333329E+01	  +0.0000000000000000E+00	  +3.0974191438709006E+01	  +4.4291613873076550E+01	  +7.5000000000000000E+01	
  +2.7616666666666669E+02	  +2.3386476073325596E+01	  -6.8333333333333179E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3120000000000778E+02	  +1.4062735645034101E+01	  +4.7833333333333300E+01	  +0.0000000000000000E+00	  +3.2154842266403413E+01	  +3.2154842266403413E+01	  +4.0000000000000000E+01	
  +2.7633333333333331E+02	  +2.3468226491889247E+01	  -6.7000000000000144E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6539999999999878E+02	  +1.4005608000714229E+01	  +4.7500000000000043E+01	  +0.0000000000000000E+00	  +3.2972619457440942E+01	  +3.2972619457440942E+01	  +5.5000000000000000E+01	
  +2.7650000000000000E+02	  +2.3440232063306521E+01	  -6.5666666666666664E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7620000000001227E+02	  +1.4041821289262707E+01	  +4.7166666666666671E+01	  +0.0000000000000000E+00	  +3.4074847832864492E+01	  +3.4074847832864492E+01	  +7.5000000000000000E+01	
  +2.7666666666666669E+02	  +2.3407421663060372E+01	  -6.4333333333333176E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6819999999997913E+02	  +1.4082691443008713E+01	  +4.6833333333333300E+01	  +0.0000000000000000E+00	  +3.2718946285913034E+01	  +3.2718946285913034E+01	  +6.0000000000000000E+01	
  +2.7683333333333331E+02	  +2.3328237023006249E+01	  -6.3000000000000158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7639999999999529E+02	  +1.4163734313144037E+01	  +4.6500000000000043E+01	  +0.0000000000000000E+00	  +3.3403572171538599E+01	  +3.3403572171538599E+01	  +7.0000000000000000E+01	
  +2.7700000000000000E+02	  +2.3646509800982937E+01	  -6.1666666666666679E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1779999999999674E+02	  +1.3908106527621118E+01	  +4.6166666666666671E+01	  +0.0000000000000000E+00	  +3.2742577350711144E+01	  +3.2742577350711144E+01	  +7.5000000000000000E+01	
  +2.7716666666666669E+02	  +2.3985039838304669E+01	  -6.1250000000000062E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4659999999999141E+02	  +1.3641402329798801E+01	  +4.6166666666666700E+01	  +0.0000000000000000E+00	  +3.2911203698098795E+01	  +3.2911203698098795E+01	  +4.5000000000000000E+01	
  +2.7733333333333331E+02	  +2.3941807959792705E+01	  -6.1749999999999945E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0880000000000430E+02	  +1.3690773153612442E+01	  +4.6499999999999957E+01	  +0.0000000000000000E+00	  +3.2522414778086166E+01	  +3.2522414778086166E+01	  +7.0000000000000000E+01	
  +2.7750000000000000E+02	  +2.3884719473242150E+01	  -6.2250000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7099999999999551E+02	  +1.3751862687942008E+01	  +4.6833333333333329E+01	  +0.0000000000000000E+00	  +3.2501046066518512E+01	  +3.2501046066518512E+01	  +4.5000000000000000E+01	
  +2.7766666666666669E+02	  +2.3852253742623773E+01	  -6.2750000000000057E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1060000000001065E+02	  +1.3792843682116740E+01	  +4.7166666666666700E+01	  +0.0000000000000000E+00	  +3.2249828871228665E+01	  +3.2249828871228665E+01	  +6.0000000000000000E+01	
  +2.7783333333333331E+02	  +2.3841669849352400E+01	  -6.3249999999999948E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5740000000000492E+02	  +1.3815803907613891E+01	  +4.7499999999999957E+01	  -5.6843418860808015E-14	  +3.2144990601621714E+01	  +3.2144990601621714E+01	  +7.5000000000000000E+01	
  +2.7800000000000000E+02	  +2.3935105053695700E+01	  -6.3750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1420000000000206E+02	  +1.3752516074780127E+01	  +4.7833333333333329E+01	  +4.9999999999994316E-01	  +3.1949098319034192E+01	  +3.1949098319034192E+01	  +4.5000000000000000E+01	
  +2.7816666666666669E+02	  +2.4037658983073865E+01	  -6.4500000000000117E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.9620000000009290E+02	  +1.3681786369890546E+01	  +4.8166666666666700E+01	  +1.0000000000000000E+00	  +3.1815539170283426E+01	  +3.1815539170283426E+01	  +7.0000000000000000E+01	
  +2.7833333333333331E+02	  +2.4131861434459235E+01	  -6.5499999999999892E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0479999999998984E+02	  +1.3617624742340499E+01	  +4.8499999999999957E+01	  +1.0000000000000000E+00	  +3.1639637413387831E+01	  +3.1639637413387831E+01	  +5.0000000000000000E+01	
  +2.7850000000000000E+02	  +2.4221304479771348E+01	  -6.6500000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.9480000000003440E+02	  +1.3556865986045874E+01	  +4.8833333333333329E+01	  +1.0000000000000000E+00	  +3.1499742721699079E+01	  +3.1499742721699079E+01	  +4.0000000000000000E+01	
  +2.7866666666666669E+02	  +2.4130978103709275E+01	  -6.7500000000000115E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9240000000000288E+02	  +1.3641895017801625E+01	  +4.9166666666666700E+01	  +1.0000000000000000E+00	  +3.1339952112017624E+01	  +3.1339952112017624E+01	  +4.5000000000000000E+01	
  +2.7883333333333331E+02	  +2.4028641768770711E+01	  -6.8499999999999890E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0499999999999653E+02	  +1.3736621148709927E+01	  +4.9499999999999957E+01	  +1.0000000000000000E+00	  +3.1200931196759399E+01	  +3.1200931196759399E+01	  +7.0000000000000000E+01	
  +2.7900000000000000E+02	  +2.4028582178466127E+01	  -6.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3560000000000105E+02	  +1.3746547214299426E+01	  +4.9833333333333329E+01	  +1.0000000000000000E+00	  +3.1045187431370113E+01	  +3.1045187431370113E+01	  +6.0000000000000000E+01	
  +2.7916666666666669E+02	  +2.4022924115234396E+01	  -7.0333333333333403E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2659999999999673E+02	  +1.3760303928844486E+01	  +5.0083333333333357E+01	  +1.0000000000000000E+00	  +3.0901740755863642E+01	  +3.0901740755863642E+01	  +7.5000000000000000E+01	
  +2.7933333333333331E+02	  +2.3988332206969549E+01	  -7.0999999999999917E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1220000000000226E+02	  +1.3797220041986838E+01	  +5.0249999999999986E+01	  +1.0000000000000000E+00	  +3.0762820695594627E+01	  +3.0762820695594627E+01	  +4.0000000000000000E+01	
  +2.7950000000000000E+02	  +2.3950561740420650E+01	  -7.1666666666666661E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9240000000000720E+02	  +1.3836084755108933E+01	  +5.0416666666666671E+01	  +1.0000000000000000E+00	  +3.0621795881832718E+01	  +3.0621795881832718E+01	  +6.0000000000000000E+01	
  +2.7966666666666669E+02	  +2.3897812763896983E+01	  -7.2333333333333405E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2939999999999878E+02	  +1.3886790617986168E+01	  +5.0583333333333357E+01	  +1.0000000000000000E+00	  +3.0483397090200761E+01	  +3.0483397090200761E+01	  +5.5000000000000000E+01	
  +2.7983333333333331E+02	  +2.3845850748403336E+01	  -7.2999999999999918E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2399999999999369E+02	  +1.3936291134110338E+01	  +5.0749999999999986E+01	  +1.0000000000000000E+00	  +3.0345783533634982E+01	  +3.0345783533634982E+01	  +8.0000000000000000E+01	
  +2.8000000000000000E+02	  +2.3809158706818867E+01	  -7.3666666666666663E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7979999999999819E+02	  +1.3972417152911644E+01	  +5.0916666666666671E+01	  +1.0000000000000000E+00	  +3.0208776564872078E+01	  +3.0208776564872078E+01	  +5.0000000000000000E+01	
  +2.8016666666666669E+02	  +2.3779250699462683E+01	  -7.4750000000000174E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9599999999999102E+02	  +1.4002388201301990E+01	  +5.1333333333333414E+01	  +1.0000000000000000E+00	  +3.0073260119152156E+01	  +3.0073260119152156E+01	  +5.5000000000000000E+01	
  +2.8033333333333331E+02	  +2.3739197018023333E+01	  -7.6249999999999831E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5639999999977738E+02	  +1.4040715726708919E+01	  +5.1999999999999929E+01	  +1.0000000000000000E+00	  +2.9953782992438946E+01	  +2.9953782992438946E+01	  +7.0000000000000000E+01	
  +2.8050000000000000E+02	  +2.4222796935829475E+01	  -7.7750000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3147999999997555E+03	  +1.3642788575729663E+01	  +5.2666666666666671E+01	  +1.0000000000000000E+00	  +2.9822597821337034E+01	  +2.9822597821337034E+01	  +4.5000000000000000E+01	
  +2.8066666666666669E+02	  +2.5210299531766641E+01	  -7.9250000000000176E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.4621999999999298E+03	  +1.2864826085515791E+01	  +5.3333333333333414E+01	  +1.0000000000000000E+00	  +2.9700756613430947E+01	  +2.9700756613430947E+01	  +4.5000000000000000E+01	
  +2.8083333333333331E+02	  +2.5543858307809067E+01	  -8.0749999999999833E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1526000000001068E+03	  +1.2615608644923629E+01	  +5.3999999999999929E+01	  +1.0000000000000000E+00	  +2.9585918490209082E+01	  +2.9585918490209082E+01	  +5.0000000000000000E+01	
  +2.8100000000000000E+02	  +2.5190181370310896E+01	  -8.2249999999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2202000000001940E+03	  +1.2886893014769594E+01	  +5.4666666666666671E+01	  +1.0000000000000000E+00	  +2.9497667380852086E+01	  +2.9497667380852086E+01	  +7.0000000000000000E+01	
  +2.8116666666666669E+02	  +2.4567443425409031E+01	  -8.3333333333333410E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5155999999997252E+03	  +1.3377921639229728E+01	  +5.5166666666666700E+01	  +1.0000000000000000E+00	  +2.9395605649886349E+01	  +2.9395605649886349E+01	  +4.5000000000000000E+01	
  +2.8133333333333331E+02	  +2.3827024367765919E+01	  -8.3999999999999915E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0779999999999467E+02	  +1.3988627292696632E+01	  +5.5499999999999957E+01	  +1.0000000000000000E+00	  +2.9306146891916871E+01	  +2.9306146891916871E+01	  +5.0000000000000000E+01	
  +2.8150000000000000E+02	  +2.3489247793059945E+01	  -8.4666666666666668E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5459999999999837E+02	  +1.4279270040899982E+01	  +5.5833333333333329E+01	  +1.0000000000000000E+00	  +2.9192438460251502E+01	  +2.9192438460251502E+01	  +7.5000000000000000E+01	
  +2.8166666666666669E+02	  +2.3472096010260277E+01	  -8.5333333333333403E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6899999999998897E+02	  +1.4297061951547679E+01	  +5.6166666666666700E+01	  +1.0000000000000000E+00	  +2.9079394674553981E+01	  +2.9079394674553981E+01	  +6.0000000000000000E+01	
  +2.8183333333333331E+02	  +2.3439198022634518E+01	  -8.5999999999999925E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2040000000000452E+02	  +1.4328391647020350E+01	  +5.6499999999999957E+01	  +1.0000000000000000E+00	  +2.8967921820898994E+01	  +2.8967921820898994E+01	  +6.0000000000000000E+01	
  +2.8200000000000000E+02	  +2.3362213156917381E+01	  -8.6666666666666661E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8079999999999569E+02	  +1.4397972831526911E+01	  +5.6833333333333329E+01	  +1.0000000000000000E+00	  +2.8857268873877430E+01	  +2.8857268873877430E+01	  +5.0000000000000000E+01	
  +2.8216666666666669E+02	  +2.3308420806402342E+01	  -8.7416666666666778E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1860000000001025E+02	  +1.4447266329249599E+01	  +5.7083333333333357E+01	  +1.0000000000000000E+00	  +2.8747671487976007E+01	  +2.8747671487976007E+01	  +4.5000000000000000E+01	
  +2.8233333333333331E+02	  +2.3307593382880921E+01	  -8.8249999999999922E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6359999999999877E+02	  +1.4449577186096134E+01	  +5.7249999999999986E+01	  +1.0000000000000000E+00	  +2.8650805475820128E+01	  +2.8650805475820128E+01	  +6.0000000000000000E+01	
  +2.8250000000000000E+02	  +2.3299919445728307E+01	  -8.9083333333333350E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7440000000000430E+02	  +1.4456900524317181E+01	  +5.7416666666666671E+01	  +1.0000000000000000E+00	  +2.8544433094037334E+01	  +2.8544433094037334E+01	  +6.0000000000000000E+01	
  +2.8266666666666669E+02	  +2.3270505416228936E+01	  -8.9916666666666778E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3659999999999837E+02	  +1.4482299026942339E+01	  +5.7583333333333357E+01	  +1.0000000000000000E+00	  +2.8446283684460457E+01	  +2.8446283684460457E+01	  +6.5000000000000000E+01	
  +2.8283333333333331E+02	  +2.3236892476245131E+01	  -9.0749999999999922E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2939999999999696E+02	  +1.4510531178296464E+01	  +5.7749999999999986E+01	  +1.0000000000000000E+00	  +2.8344680055356736E+01	  +2.8344680055356736E+01	  +7.0000000000000000E+01	
  +2.8300000000000000E+02	  +2.3174367698852798E+01	  -9.1583333333333350E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5640000000000310E+02	  +1.4563400828211140E+01	  +5.7916666666666671E+01	  +1.0000000000000000E+00	  +2.8246517349889437E+01	  +2.8246517349889437E+01	  +6.5000000000000000E+01	
  +2.8316666666666669E+02	  +2.3108374663705131E+01	  -9.2333333333333396E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2939999999998980E+02	  +1.4619008395298103E+01	  +5.8166666666666700E+01	  +1.0000000000000000E+00	  +2.8147697627684629E+01	  +2.8147697627684629E+01	  +8.0000000000000000E+01	
  +2.8333333333333331E+02	  +2.3072377855693588E+01	  -9.2999999999999918E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8439999999999856E+02	  +1.4648150458059201E+01	  +5.8499999999999957E+01	  +1.0000000000000000E+00	  +2.8061295504988344E+01	  +2.8061295504988344E+01	  +6.0000000000000000E+01	
  +2.8350000000000000E+02	  +2.3047540339394885E+01	  -9.3666666666666654E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9699999999999164E+02	  +1.4667510657440213E+01	  +5.8833333333333329E+01	  +1.0000000000000000E+00	  +2.7965570923943613E+01	  +2.7965570923943613E+01	  +4.5000000000000000E+01	
  +2.8366666666666669E+02	  +2.3053490645908219E+01	  -9.4333333333333407E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7080000000002417E+02	  +1.4659605822555447E+01	  +5.9166666666666700E+01	  +1.0000000000000000E+00	  +2.7877409590753011E+01	  +2.7877409590753011E+01	  +4.0000000000000000E+01	
  +2.8383333333333331E+02	  +2.3083418846420457E+01	  -9.4999999999999911E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7699999999998857E+02	  +1.4630502378695827E+01	  +5.9499999999999957E+01	  +1.0000000000000000E+00	  +2.7785951005658532E+01	  +2.7785951005658532E+01	  +4.0000000000000000E+01	
  +2.8400000000000000E+02	  +2.3075221412948355E+01	  -9.5666666666666664E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7779999999969345E+02	  +1.4635219412003710E+01	  +5.9833333333333329E+01	  +1.0000000000000000E+00	  +2.7698184103258356E+01	  +2.7698184103258356E+01	  +5.5000000000000000E+01	
  +2.8416666666666669E+02	  +2.3764698812620129E+01	  -9.6333333333333400E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2741999999999944E+03	  +1.4036219463713538E+01	  +6.0083333333333357E+01	  +1.0000000000000000E+00	  +2.7610050662496683E+01	  +2.7610050662496683E+01	  +5.0000000000000000E+01	
  +2.8433333333333331E+02	  +2.4490477725887907E+01	  -9.6999999999999922E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2472000000003036E+03	  +1.3434967401031312E+01	  +6.0249999999999986E+01	  +1.0000000000000000E+00	  +2.7532152199966692E+01	  +2.7532152199966692E+01	  +8.0000000000000000E+01	
  +2.8450000000000000E+02	  +2.3769312295652504E+01	  -9.7666666666666657E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7779999999996812E+02	  +1.4025666901864323E+01	  +6.0416666666666671E+01	  +1.0000000000000000E+00	  +2.7455872011322967E+01	  +2.7455872011322967E+01	  +5.5000000000000000E+01	
  +2.8466666666666669E+02	  +2.3085696918153147E+01	  -9.8333333333333410E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5860000000060575E+02	  +1.4612190734216608E+01	  +6.0583333333333357E+01	  +1.0000000000000000E+00	  +2.7393426576593122E+01	  +2.7393426576593122E+01	  +5.0000000000000000E+01	
  +2.8483333333333331E+02	  +2.3846206620754383E+01	  -9.8999999999999915E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5226000000000204E+03	  +1.3952532268924571E+01	  +6.0749999999999986E+01	  +1.0000000000000000E+00	  +2.7304638057617179E+01	  +2.7304638057617179E+01	  +7.0000000000000000E+01	
  +2.8500000000000000E+02	  +2.4509397516061963E+01	  -9.9666666666666668E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3444000000002907E+03	  +1.3403502382686872E+01	  +6.0916666666666671E+01	  +1.0000000000000000E+00	  +2.7229726563286182E+01	  +2.7229726563286182E+01	  +6.5000000000000000E+01	
  +2.8516666666666669E+02	  +2.3753208150581827E+01	  -1.0033333333333340E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8660000000038144E+02	  +1.4020597117769775E+01	  +6.1166666666666700E+01	  +1.0000000000000000E+00	  +2.7158282690895732E+01	  +2.7158282690895732E+01	  +4.0000000000000000E+01	
  +2.8533333333333331E+02	  +2.3467303944112611E+01	  -1.0099999999999993E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4641999999998816E+03	  +1.4259012766659144E+01	  +6.1499999999999957E+01	  +1.0000000000000000E+00	  +2.7104497956353562E+01	  +2.7104497956353562E+01	  +8.0000000000000000E+01	
  +2.8550000000000000E+02	  +2.4194827838916083E+01	  -1.0166666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5100000000002137E+03	  +1.3643429732442103E+01	  +6.1833333333333329E+01	  +1.0000000000000000E+00	  +2.7020449037333421E+01	  +2.7020449037333421E+01	  +5.0000000000000000E+01	
  +2.8566666666666669E+02	  +2.3992179920667422E+01	  -1.0233333333333341E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6289999999997092E+03	  +1.3805426842649132E+01	  +6.2166666666666700E+01	  +1.0000000000000000E+00	  +2.6957736340077332E+01	  +2.6957736340077332E+01	  +5.5000000000000000E+01	
  +2.8583333333333331E+02	  +2.3101128966067058E+01	  -1.0299999999999992E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5099999999999898E+02	  +1.4562184000398352E+01	  +6.2499999999999957E+01	  +1.0000000000000000E+00	  +2.6893207898659860E+01	  +2.6893207898659860E+01	  +4.5000000000000000E+01	
  +2.8600000000000000E+02	  +2.2700701938571470E+01	  -1.0366666666666667E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5999999999999613E+02	  +1.4914615731532432E+01	  +6.2833333333333329E+01	  +1.0000000000000000E+00	  +2.6824991414100577E+01	  +2.6824991414100577E+01	  +4.5000000000000000E+01	
  +2.8616666666666669E+02	  +2.2682729926696073E+01	  -1.0441666666666677E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9420000000001926E+02	  +1.4925451242501291E+01	  +6.3083333333333357E+01	  +1.0000000000000000E+00	  +2.6750079119571090E+01	  +2.6750079119571090E+01	  +7.5000000000000000E+01	
  +2.8633333333333331E+02	  +2.2699131738482251E+01	  -1.0524999999999991E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7879999999997875E+02	  +1.4904508750861133E+01	  +6.3249999999999986E+01	  +1.0000000000000000E+00	  +2.6684453781600659E+01	  +2.6684453781600659E+01	  +4.5000000000000000E+01	
  +2.8650000000000000E+02	  +2.2753952996438642E+01	  -1.0608333333333334E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6600000000000819E+02	  +1.4848201224334668E+01	  +6.3416666666666671E+01	  +1.0000000000000000E+00	  +2.6613106956877186E+01	  +2.6613106956877186E+01	  +6.0000000000000000E+01	
  +2.8666666666666669E+02	  +2.2767630024918311E+01	  -1.0691666666666677E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9399999999994554E+02	  +1.4828346509656949E+01	  +6.3583333333333357E+01	  +1.0000000000000000E+00	  +2.6546869372560259E+01	  +2.6546869372560259E+01	  +5.0000000000000000E+01	
  +2.8683333333333331E+02	  +2.2672810300849012E+01	  -1.0774999999999991E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5460000000000286E+02	  +1.4905614554398280E+01	  +6.3749999999999986E+01	  +1.0000000000000000E+00	  +2.6479262743166846E+01	  +2.6479262743166846E+01	  +5.5000000000000000E+01	
  +2.8700000000000000E+02	  +2.2539713792802385E+01	  -1.0858333333333334E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2939999999999736E+02	  +1.5017562972918357E+01	  +6.3916666666666671E+01	  +1.0000000000000000E+00	  +2.6413621665110817E+01	  +2.6413621665110817E+01	  +5.5000000000000000E+01	
  +2.8716666666666669E+02	  +2.2476543088426464E+01	  -1.0933333333333341E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5280000000000041E+02	  +1.5065906465254894E+01	  +6.4166666666666714E+01	  +1.0000000000000000E+00	  +2.6346565564239370E+01	  +2.6346565564239370E+01	  +5.0000000000000000E+01	
  +2.8733333333333331E+02	  +2.2472522510254933E+01	  -1.0999999999999993E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5460000000000491E+02	  +1.5060203506268348E+01	  +6.4499999999999972E+01	  +1.0000000000000000E+00	  +2.6285964201777091E+01	  +2.6285964201777091E+01	  +5.5000000000000000E+01	
  +2.8750000000000000E+02	  +2.2449551707359898E+01	  -1.1066666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1139999999999918E+02	  +1.5072026775382783E+01	  +6.4833333333333343E+01	  +1.0000000000000000E+00	  +2.6220471765519335E+01	  +2.6220471765519335E+01	  +7.5000000000000000E+01	
  +2.8766666666666669E+02	  +2.2428829345566573E+01	  -1.1133333333333340E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1860000000001310E+02	  +1.5081961552205481E+01	  +6.5166666666666714E+01	  +1.0000000000000000E+00	  +2.6159391477292086E+01	  +2.6159391477292086E+01	  +7.5000000000000000E+01	
  +2.8783333333333331E+02	  +2.2433681235254870E+01	  -1.1199999999999992E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7620000000000556E+02	  +1.5068598370763043E+01	  +6.5499999999999972E+01	  +1.0000000000000000E+00	  +2.6096271934142568E+01	  +2.6096271934142568E+01	  +7.5000000000000000E+01	
